Specimen ID or Observation ID,Category,Group,Museum accession,Location of voucher specimen,Database,Link to dataset,Link to specimen,Observation type,Genetic sample?,Genetic status,Observation Date,Morphological Identification,Common name,Genetic Idenification,Genetic Notes,Phylum,Class,Order,Family,Genus,Species,Identifier Name or User ID,Notes,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Depth (m),Habitat,Sampling Protocol,Site Code,Collection Event ID
URN:CornellLabOfOrnithology:EBIRD:OBS1511488860,Bird,Aves,N/A,N/A,eBird,,,Vizual observation,No,N/A,44808,Zonotrichia leucophrys,White-crowned Sparrow,,,Chordata,Aves,,,,Zonotrichia leucophrys,obsr1985755,,Canada,British Columbia,Burrard Inlet,,Vancouver--False Creek,49.2699888,-123.1240368,,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1511501014,Bird,Aves,N/A,N/A,eBird,,,Vizual observation,No,N/A,44808,Zonotrichia leucophrys,White-crowned Sparrow,,,Chordata,Aves,,,,Zonotrichia leucophrys,obsr665443,,Canada,British Columbia,Burrard Inlet,,Vancouver--False Creek,49.2699888,-123.1240368,,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1511767900,Bird,Aves,N/A,N/A,eBird,,,Vizual observation,No,N/A,44808,Zonotrichia leucophrys,White-crowned Sparrow,,,Chordata,Aves,,,,Zonotrichia leucophrys,obsr1501849,,Canada,British Columbia,Burrard Inlet,,Vancouver--Hadden & Vanier Parks,49.2778847,-123.1474686,,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1512514274,Bird,Aves,N/A,N/A,eBird,,,Vizual observation,No,N/A,44808,Zonotrichia leucophrys,White-crowned Sparrow,,,Chordata,Aves,,,,Zonotrichia leucophrys,obsr1501849,,Canada,British Columbia,Burrard Inlet,,Charleson Park & Seawall,49.267555,-123.12497,,,,,
124460617,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/124460617,Vizual observation,No,N/A,44744,Acanthus mollis,Bear's breeches,,,Tracheophyta,Magnoliopsida,Lamiales,,Acanthus,Acanthus mollis,bsutherland47,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27236167,-123.1285555,,,,,
128929391,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/128929391,Vizual observation,No,N/A,44773,Acanthus mollis,Bear's breeches,,,Tracheophyta,Magnoliopsida,Lamiales,,Acanthus,Acanthus mollis,oversharon,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27148438,-123.1062393,,,,,
121299184,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121299184,Vizual observation,No,N/A,44723,Acer campestre,field maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer campestre,johannes131,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27536683,-123.0880802,,,,,
123413142,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/123413142,Vizual observation,No,N/A,44737,Acer campestre,field maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer campestre,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27533878,-123.087783,,,,,
121310154,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121310154,Vizual observation,No,N/A,44723,Acer circinatum,Vine Maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer circinatum,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27481497,-123.087881,,,,,
121307754,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121307754,Vizual observation,No,N/A,44723,Acer glabrum,Rocky Mountain maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer glabrum,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27497543,-123.0879952,,,,,
126697876,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126697876,Vizual observation,No,N/A,44757,Acer glabrum,Rocky Mountain maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer glabrum,northvandad,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27228722,-123.1107311,,,,,
121297114,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121297114,Vizual observation,No,N/A,44723,Acer macrophyllum,bigleaf maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer macrophyllum,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27487585,-123.087744,,,,,
121304906,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121304906,Vizual observation,No,N/A,44723,Acer macrophyllum,bigleaf maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer macrophyllum,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27492623,-123.0878826,,,,,
126764101,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126764101,Vizual observation,No,N/A,44759,Acer macrophyllum,bigleaf maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer macrophyllum,eastvanotter,,Canada,British Columbia,Burrard Inlet,False Creek,,49.272125,-123.1050195,,,,,
133549542,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133549542,Vizual observation,No,N/A,44806,Acer macrophyllum,bigleaf maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer macrophyllum,northvandad,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27215712,-123.1106835,,,,,
126586528,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126586528,Vizual observation,No,N/A,44757,Acer palmatum,Japanese maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer palmatum,northvandad,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27445825,-123.1391501,,,,,
118406650,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/118406650,Vizual observation,No,N/A,44704,Acer platanoides,Norway maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer platanoides,cirlbunting,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26806008,-123.1232221,,,,,
123413373,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/123413373,Vizual observation,No,N/A,44737,Acer platanoides,Norway maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer platanoides,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27533811,-123.0877952,,,,,
121301073,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121301073,Vizual observation,No,N/A,44723,Acer pseudoplatanus,sycamore maple,,,Tracheophyta,Magnoliopsida,Sapindales,,Acer,Acer pseudoplatanus,carlalovesleaves,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27543396,-123.0881407,,,,,
121305925,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121305925,Vizual observation,No,N/A,44723,Achillea,yarrows,,,Tracheophyta,Magnoliopsida,Asterales,,Achillea,,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27496302,-123.0880216,,,,,
133408620,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133408620,Vizual observation,No,N/A,44806,Achillea,yarrows,,,Tracheophyta,Magnoliopsida,Asterales,,Achillea,,cacuna26,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27221324,-123.1104459,,,,,
121304594,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121304594,Vizual observation,No,N/A,44723,Achillea millefolium,common yarrow,,,Tracheophyta,Magnoliopsida,Asterales,,Achillea,Achillea millefolium,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2748852,-123.0878626,,,,,
133545939,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133545939,Vizual observation,No,N/A,44806,Achillea millefolium,common yarrow,,,Tracheophyta,Magnoliopsida,Asterales,,Achillea,Achillea millefolium,northvandad,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2740308,-123.1024378,,,,,
126096120,Marine Invertebrate,Mollusca,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126096120,Vizual observation,No,N/A,44755,Acmaea mitra,Whitecap Limpet,,,Mollusca,Gastropoda,,,Acmaea,Acmaea mitra,maggyspence22,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27888248,-123.1498855,,,,,
123158013,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/123158013,Vizual observation,No,N/A,44735,Aconitum,Monkshoods,,,Tracheophyta,Magnoliopsida,Ranunculales,,Aconitum,,matt_youngg,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27578826,-123.0883259,,,,,
118928598,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/118928598,Vizual observation,No,N/A,44700,Actitis macularius,Spotted Sandpiper,,,Chordata,Aves,Charadriiformes,,Actitis,Actitis macularius,tsimshian_storm,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2779218,-123.1443696,,,,,
129177396,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/129177396,Vizual observation,No,N/A,44775,Actitis macularius,Spotted Sandpiper,,,Chordata,Aves,Charadriiformes,,Actitis,Actitis macularius,natvanjan,Only saw it flying. It was being pursued by crows the whole time.,Canada,British Columbia,Burrard Inlet,False Creek,,49.26763571,-123.1236085,,,,,
134007859,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/134007859,Vizual observation,No,N/A,44810,Actitis macularius,Spotted Sandpiper,,,Chordata,Aves,Charadriiformes,,Actitis,Actitis macularius,fayesm,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27798219,-123.1511213,,,,,
121307342,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121307342,Vizual observation,No,N/A,44723,Aegopodium,,,,Tracheophyta,Magnoliopsida,Apiales,,Aegopodium,,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27499467,-123.0879652,,,,,
121307648,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121307648,Vizual observation,No,N/A,44723,Aegopodium,,,,Tracheophyta,Magnoliopsida,Apiales,,Aegopodium,,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27498901,-123.0879811,,,,,
119283456,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/119283456,Vizual observation,No,N/A,44710,Aegopodium podagraria,Goutweed,,,Tracheophyta,Magnoliopsida,Apiales,,Aegopodium,Aegopodium podagraria,lyndseysmith,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2756894,-123.0886047,,,,,
121294167,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121294167,Vizual observation,No,N/A,44723,Aegopodium podagraria,Goutweed,,,Tracheophyta,Magnoliopsida,Apiales,,Aegopodium,Aegopodium podagraria,martinborden,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27557717,-123.0883632,,,,,
121302170,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121302170,Vizual observation,No,N/A,44723,Aegopodium podagraria,Goutweed,,,Tracheophyta,Magnoliopsida,Apiales,,Aegopodium,Aegopodium podagraria,johannes131,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2759929,-123.0885629,,,,,
121308586,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121308586,Vizual observation,No,N/A,44723,Aegopodium podagraria,Goutweed,,,Tracheophyta,Magnoliopsida,Apiales,,Aegopodium,Aegopodium podagraria,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27516307,-123.0891882,,,,,
123412004,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/123412004,Vizual observation,No,N/A,44737,Aegopodium podagraria,Goutweed,,,Tracheophyta,Magnoliopsida,Apiales,,Aegopodium,Aegopodium podagraria,leigh_m,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27557356,-123.088213,,,,,
133876221,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133876221,Vizual observation,No,N/A,44809,Aeshna palmata,Paddle-tailed Darner,,,Arthropoda,Insecta,Odonata,,Aeshna,Aeshna palmata,joshsilberg,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27772,-123.144861,,,,,
123044322,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/123044322,Vizual observation,No,N/A,44734,Agapostemon texanus,Texas Striped Sweat Bee,,,Arthropoda,Insecta,Hymenoptera,,Agapostemon,Agapostemon texanus,kmkrebs,,Canada,British Columbia,Burrard Inlet,False Creek,,49.269919,-123.089185,,,,,
132372710,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/132372710,Vizual observation,No,N/A,44798,Agapostemon texanus,Texas Striped Sweat Bee,,,Arthropoda,Insecta,Hymenoptera,,Agapostemon,Agapostemon texanus,smartz,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26934052,-123.1366806,,,,,
133159618,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133159618,Vizual observation,No,N/A,44804,Agapostemon texanus,Texas Striped Sweat Bee,,,Arthropoda,Insecta,Hymenoptera,,Agapostemon,Agapostemon texanus,outdoorobserver,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2770182,-123.140671,,,,,
133159653,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133159653,Vizual observation,No,N/A,44804,Agapostemon texanus,Texas Striped Sweat Bee,,,Arthropoda,Insecta,Hymenoptera,,Agapostemon,Agapostemon texanus,outdoorobserver,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2770182,-123.140671,,,,,
133876225,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133876225,Vizual observation,No,N/A,44809,Agapostemon texanus,Texas Striped Sweat Bee,,,Arthropoda,Insecta,Hymenoptera,,Agapostemon,Agapostemon texanus,joshsilberg,,Canada,British Columbia,Burrard Inlet,False Creek,,49.277426,-123.144646,,,,,
133876228,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133876228,Vizual observation,No,N/A,44809,Agapostemon texanus,Texas Striped Sweat Bee,,,Arthropoda,Insecta,Hymenoptera,,Agapostemon,Agapostemon texanus,joshsilberg,,Canada,British Columbia,Burrard Inlet,False Creek,,49.277454,-123.144303,,,,,
125256654,Fungi,Fungi,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/125256654,Vizual observation,No,N/A,44749,Agaricus,field and button mushrooms,,,Basidiomycota,Agaricomycetes,Agaricales,,Agaricus,,rebecca1431,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27435278,-123.1113861,,,,,
114587866,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/114587866,Vizual observation,No,N/A,44682,Agelaius phoeniceus,Red-winged Blackbird,,,Chordata,Aves,Passeriformes,,Agelaius,Agelaius phoeniceus,jenaitkens,,Canada,British Columbia,Burrard Inlet,False Creek,,49.273569,-123.1025604,,,,,
115021172,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/115021172,Vizual observation,No,N/A,44682,Agelaius phoeniceus,Red-winged Blackbird,,,Chordata,Aves,Passeriformes,,Agelaius,Agelaius phoeniceus,jenaitkens,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2735578,-123.1025775,,,,,
119286226,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/119286226,Vizual observation,No,N/A,44710,Agelaius phoeniceus,Red-winged Blackbird,,,Chordata,Aves,Passeriformes,,Agelaius,Agelaius phoeniceus,nesilaltaca,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27410617,-123.1026374,,,,,
122606332,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/122606332,Vizual observation,No,N/A,44731,Agelaius phoeniceus,Red-winged Blackbird,,,Chordata,Aves,Passeriformes,,Agelaius,Agelaius phoeniceus,lcltj,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27358011,-123.1031266,,,,,
133887243,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133887243,Vizual observation,No,N/A,44722,Agelaius phoeniceus,Red-winged Blackbird,,,Chordata,Aves,Passeriformes,,Agelaius,Agelaius phoeniceus,aristhought,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27144005,-123.1091429,,,,,
134002073,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/134002073,Vizual observation,No,N/A,44684,Agelaius phoeniceus,Red-winged Blackbird,,,Chordata,Aves,Passeriformes,,Agelaius,Agelaius phoeniceus,aristhought,Watched this adorable clutch of red winged blackbirds hatch and fledge in Hinge Park during April-May :),Canada,British Columbia,Burrard Inlet,False Creek,,49.27102425,-123.1104739,,,,,
134129145,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/134129145,Vizual observation,No,N/A,44714,Agelaius phoeniceus,Red-winged Blackbird,,,Chordata,Aves,Passeriformes,,Agelaius,Agelaius phoeniceus,aristhought,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27109905,-123.1102422,,,,,
134129154,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/134129154,Vizual observation,No,N/A,44714,Agelaius phoeniceus,Red-winged Blackbird,,,Chordata,Aves,Passeriformes,,Agelaius,Agelaius phoeniceus,aristhought,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27096704,-123.1103485,,,,,
118119829,Fungi,Fungi,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/118119829,Vizual observation,No,N/A,44702,Agrocybe praecox,Spring Fieldcap,,,Basidiomycota,Agaricomycetes,Agaricales,,Agrocybe,Agrocybe praecox,willoughbyarevalo,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27566865,-123.0890342,,,,,
121306474,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121306474,Vizual observation,No,N/A,44723,Ajuga reptans,carpet bugle,,,Tracheophyta,Magnoliopsida,Lamiales,,Ajuga,Ajuga reptans,casssandra,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27549687,-123.0880544,,,,,
121304127,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/121304127,Vizual observation,No,N/A,44723,Alchemilla mollis,Garden Lady's-mantle,,,Tracheophyta,Magnoliopsida,Rosales,,Alchemilla,Alchemilla mollis,mendelskulski,,Canada,British Columbia,Burrard Inlet,False Creek,,49.275946,-123.088698,,,,,
125515794,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/125515794,Vizual observation,No,N/A,44751,Alchemilla mollis,Garden Lady's-mantle,,,Tracheophyta,Magnoliopsida,Rosales,,Alchemilla,Alchemilla mollis,kelly970,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27007738,-123.1360894,,,,,
113592554,Marine Invertebrate,Annelida,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/113592554,Vizual observation,No,N/A,44680,Alitta williami,,,,Annelida,Polychaeta,Phyllodocida,,Alitta,Alitta williami,greywhalen,several very large individuals,Canada,British Columbia,Burrard Inlet,False Creek,,49.2688483,-123.1188595,,,,,
131817838,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/131817838,Vizual observation,No,N/A,44766,Allium,,,,Tracheophyta,Liliopsida,Asparagales,,Allium,,cecily25,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27181691,-123.1069142,,,,,
132854935,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/132854935,Vizual observation,No,N/A,44802,Allium,onions,,,Tracheophyta,Liliopsida,Asparagales,,Allium,,cecily25,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27158545,-123.1080219,,,,,
126017707,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/126017707,Vizual observation,No,N/A,44754,Allium cernuum,nodding onion,,,Tracheophyta,Liliopsida,Asparagales,,Allium,Allium cernuum,rworcest,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26769667,-123.125825,,,,,
116457608,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/116457608,Vizual observation,No,N/A,44691,Melanocrommyum,,,,Tracheophyta,Liliopsida,Asparagales,,Allium,,kmkrebs,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27452379,-123.1389737,,,,,
120546118,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/120546118,Vizual observation,No,N/A,44718,Amara,Sun Beetles,,,Arthropoda,Insecta,Coleoptera,,Amara,,zaide,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26931072,-123.117861,,,,,
120546393,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/120546393,Vizual observation,No,N/A,44718,Amara,Sun Beetles,,,Arthropoda,Insecta,Coleoptera,,Amara,,zaide,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26927367,-123.1177469,,,,,
125367177,Plant,Plantae,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/125367177,Vizual observation,No,N/A,44750,Amelanchier alnifolia,Saskatoon,,,Tracheophyta,Magnoliopsida,Rosales,,Amelanchier,Amelanchier alnifolia,amowpiyesis,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26986667,-123.0891333,,,,,
115481486,Fish,Actinopterygii,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/115481486,Vizual observation,No,N/A,44685,Ammodytes personatus,Pacific Sand Lance,,,Chordata,Actinopterygii,Perciformes,,Ammodytes,Ammodytes personatus,rebeccablundon,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26968379,-123.1196743,,,,,
116167167,Fish,Actinopterygii,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/116167167,Vizual observation,No,N/A,44689,Ammodytes personatus,Pacific Sand Lance,,,Chordata,Actinopterygii,Perciformes,,Ammodytes,Ammodytes personatus,greywhalen,"One individual in light trap, released alive",Canada,British Columbia,Burrard Inlet,False Creek,,49.2688483,-123.1188595,,,,,
124980214,Terestrial Invertebrate,Insecta,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/124980214,Vizual observation,No,N/A,44747,Amphimallon majale,European Chafer,,,Arthropoda,Insecta,Coleoptera,,Amphimallon,Amphimallon majale,thegiant,,Canada,British Columbia,Burrard Inlet,False Creek,,49.274825,-123.0945889,,,,,
133552377,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133552377,Vizual observation,No,N/A,44806,Anas crecca,Green-winged Teal,,,Chordata,Aves,Anseriformes,,Anas,Anas crecca,natvanjan,,Canada,British Columbia,Burrard Inlet,False Creek,,49.26759195,-123.1237936,,,,,
133706663,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/133706663,Vizual observation,No,N/A,44807,Anas crecca,Green-winged Teal,,,Chordata,Aves,Anseriformes,,Anas,Anas crecca,natvanjan,,Canada,British Columbia,Burrard Inlet,False Creek,,49.27759691,-123.1446719,,,,,
113536473,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/113536473,Vizual observation,No,N/A,44680,Anas platyrhynchos,Mallard,,,Chordata,Aves,Anseriformes,,Anas,Anas platyrhynchos,zaide,Very calm female. ,Canada,British Columbia,Burrard Inlet,False Creek,,49.2711457,-123.1206811,,,,,
122248593,Bird,Aves,N/A,N/A,iNaturalist,https://inaturalist.ca/projects/false-creek-bioblitz-2022,https://www.inaturalist.org/observations/122248593,Vizual observation,No,N/A,44729,Anas platyrhynchos,Mallard,,,Chordata,Aves,Anseriformes,,Anas,Anas platyrhynchos,outdoorobserver,,Canada,British Columbia,Burrard Inlet,False Creek,,49.2694404,-123.1355801,,,,,
